location_name,sex_name,cause_name,measure_name,age_id,age_name,rate_1990,rate_2023,absolute_change,relative_change_pct
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,15,50-54 years,0.46445622896,0.48523987435,0.020783645389999994,4.4748340304399115
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,15,50-54 years,34.1978947358155,34.7614675639335,0.5635728281179979,1.6479752115494017
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),15,50-54 years,1885.06837935514,2080.44868906791,195.38030971276999,10.364627185545782
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),15,50-54 years,576.90344992773,750.20666017065,173.30321024292004,30.04024508167358
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),15,50-54 years,1308.1649294274,1330.24202889725,22.077099469850054,1.6876388422607747
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,15,50-54 years,5974.3453812742,7813.45399481325,1839.1086135390497,30.78343309885454
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,15,50-54 years,331.42820249586,423.00975074463,91.58154824877005,27.632394454999364
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,16,55-59 years,54.6654248172496,56.2409686601572,1.5755438429075994,2.8821578688444482
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),16,55-59 years,2589.06045145398,2884.44694920649,295.38649775250997,11.409022820870218
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),16,55-59 years,755.1718884435,996.88706271214,241.71517426864,32.00796771803092
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),16,55-59 years,1833.88856301047,1887.55988649435,53.67132348387986,2.926640394974389
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,16,55-59 years,7569.43519915254,10042.7682158475,2473.33301669496,32.67526508413561
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,16,55-59 years,459.37833386298,592.76716105271,133.38882718972997,29.036812874487072
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,16,55-59 years,0.383580911080656,0.228416895323401,-0.155164015757255,-40.45144356118089
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),16,55-59 years,15.6209994507972,10.7069187871729,-4.914080663624301,-31.458170644603122
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),16,55-59 years,2.75012456496,3.03988645262,0.28976188765999966,10.536318658140997
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),16,55-59 years,12.8708748858359,7.66703233455156,-5.20384255128434,-40.431148600558984
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,16,55-59 years,25.62719903449,28.86893031902,3.2417312845299975,12.649573135820113
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,16,55-59 years,0.40725937098,0.45029576577,0.04303639479000004,10.567318484640476
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,16,55-59 years,54.281843906169,56.0125517648337,1.730707858664701,3.188373375186715
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),16,55-59 years,2573.43945200318,2873.74003041932,300.30057841614007,11.6692303828009
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),16,55-59 years,752.42176387854,993.84717625952,241.42541238098,32.086447252202575
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),16,55-59 years,1821.01768812464,1879.89285415979,58.87516603514996,3.233091387255116
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,16,55-59 years,7543.80800011804,10013.8992855285,2470.09128541046,32.74329470436959
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,16,55-59 years,458.971074492,592.31686528694,133.34579079494,29.053201433778852
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,17,60-64 years,94.8414286037274,105.512390915226,10.670962311498613,11.25137238925904
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),17,60-64 years,3742.23288276768,4369.05424825059,626.8213654829096,16.749929390266203
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),17,60-64 years,1000.73949983418,1319.74908437923,319.00958454504996,31.87738513348468
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),17,60-64 years,2741.4933829335,3049.30516387136,307.81178093786,11.22788706527864
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,17,60-64 years,9735.41991275021,12885.3406775791,3149.9207648288902,32.355263492060836
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,17,60-64 years,696.11366918087,804.07882300213,107.96515382125995,15.509701734244729
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,17,60-64 years,0.276593059081732,0.19960426312393,-0.07698879595780198,-27.83468110638747
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),17,60-64 years,10.7788821303072,8.88899874584826,-1.8898833844589404,-17.533203922372586
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),17,60-64 years,2.78468042225,3.12052044381,0.3358400215599997,12.060271580055982
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),17,60-64 years,7.99420170806145,5.76847830204112,-2.2257234060203297,-27.84172187919506
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,17,60-64 years,25.00490560139,28.62563480154,3.6207292001499987,14.480075461467546
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,17,60-64 years,0.37036956251000003,0.4293033948,0.05893383228999999,15.912169426289925
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,17,60-64 years,94.5648355446456,105.312786652102,10.747951107456402,11.365695340719029
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),17,60-64 years,3731.45400063738,4360.16524950474,628.7112488673602,16.8489615243808
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),17,60-64 years,997.95481941194,1316.62856393543,318.6737445234901,31.932682554834834
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),17,60-64 years,2733.49918122543,3043.53668556932,310.03750434388985,11.342147327986396
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,17,60-64 years,9710.41500714881,12856.7150427776,3146.3000356287903,32.40129318172791
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,17,60-64 years,695.74329961836,803.64951960734,107.90621998898007,15.509487485998141
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,18,65-69 years,137.563285212685,162.179066463168,24.615781250482996,17.894150472217074
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),18,65-69 years,4719.71350445817,5692.23584223201,972.5223377738403,20.60553753644603
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),18,65-69 years,1372.4273646597,1740.67636014781,368.24899548811004,26.83194790271608
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),18,65-69 years,3347.2861397984602,3951.5594820842002,604.27334228574,18.0526347927376
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,18,65-69 years,13012.9356042376,16500.0264466457,3487.090842408101,26.797111339523937
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,18,65-69 years,1006.72914678228,1041.3970354658,34.66788868351989,3.4436162690159255
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,18,65-69 years,0.39137360958543,0.293658751947348,-0.09771485763808202,-24.96715548643874
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),18,65-69 years,12.3170984280218,10.3422288825371,-1.974869545484701,-16.033561451387023
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),18,65-69 years,2.78899398435,3.1879702034,0.39897621905000014,14.305381126269623
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),18,65-69 years,9.52810444367047,7.15425867913355,-2.37384576453692,-24.914145080702475
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,18,65-69 years,24.2267358373,28.21932304843,3.9925872111299974,16.480087280197786
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,18,65-69 years,0.35402885998,0.41888231164,0.06485345166,18.318690646763592
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,18,65-69 years,137.1719116031,161.885407711221,24.713496108121007,18.016440697880086
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),18,65-69 years,4707.39640603014,5681.89361334948,974.4972073193403,20.70140526238702
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),18,65-69 years,1369.63837067534,1737.48838994441,367.8500192690701,26.857455744883296
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),18,65-69 years,3337.75803535479,3944.40522340507,606.64718805028,18.175289569358966
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,18,65-69 years,12988.7088684003,16471.8071235972,3483.098255196899,26.816354808527485
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,18,65-69 years,1006.37511792229,1040.97815315416,34.60303523187008,3.4383834234007704
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,19,70-74 years,192.583975244382,231.19293092422,38.608955679838004,20.047854776517447
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),19,70-74 years,5631.44642224143,6772.72777073698,1141.2813484955504,20.266220486233387
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),19,70-74 years,1770.56045155165,2134.21436158827,363.6539100366201,20.538915218507682
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),19,70-74 years,3860.88597068977,4638.51340914871,777.6274384589397,20.141165638207447
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,19,70-74 years,16719.641126736,20105.364434476,3385.723307739998,20.249975953885535
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,19,70-74 years,866.102240809,864.45944564903,-1.6427951599699782,-0.18967681672725778
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,19,70-74 years,0.376961758143706,0.285262940219705,-0.09169881792400103,-24.32576141822944
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),19,70-74 years,10.2993906702615,8.88802532807577,-1.4113653421857304,-13.703386805793393
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),19,70-74 years,2.74445503523,3.16358233615,0.41912730092000006,15.271786039113412
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),19,70-74 years,7.55493563503143,5.72444299192744,-1.8304926431039892,-24.229096467959177
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,19,70-74 years,23.32322262906,27.3368225258,4.013599896739997,17.20859917419464
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,19,70-74 years,0.34315410255,0.39869913544,0.05554503289000001,16.18661484074977
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,19,70-74 years,192.207013486239,230.907667984001,38.700654497762,20.134881550788354
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),19,70-74 years,5621.14703157117,6763.83974540891,1142.6927138377396,20.32846156522514
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),19,70-74 years,1767.81599651642,2131.05077925212,363.2347827356998,20.54709220028974
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),19,70-74 years,3853.33103505474,4632.78896615678,779.4579311020398,20.22815906578259
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,19,70-74 years,16696.317904107,20078.0276119502,3381.7097078432016,20.254224477909343
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,19,70-74 years,865.75908670645,864.06074651359,-1.698340192860087,-0.1961677583218857
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,20,75-79 years,283.220108201048,348.381933889101,65.161825688053,23.007485627325906
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),20,75-79 years,6395.29589926569,7803.88566985397,1408.5897705882799,22.0254041841913
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),20,75-79 years,1854.55879416352,2225.14547117166,370.5866770081402,19.982471204170672
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),20,75-79 years,4540.73710510216,5578.74019868232,1038.0030935801597,22.859792794738464
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,20,75-79 years,17744.2944092203,21203.7444440429,3459.4500348225993,19.49612621973291
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,20,75-79 years,349.53429911809,346.47713306274,-3.0571660553500237,-0.8746397887313351
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,20,75-79 years,0.523940629611498,0.399053205321442,-0.124887424290056,-23.836178611049885
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),20,75-79 years,11.0457525602391,9.45013851899504,-1.59561404124406,-14.44549868867895
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),20,75-79 years,2.64626704143,3.05932147234,0.4130544309100004,15.60894741321317
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),20,75-79 years,8.39948551881317,6.39081704665848,-2.0086684721546906,-23.914184596850298
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,20,75-79 years,22.44404548902,26.38766463065,3.943619141630002,17.570892660858696
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,20,75-79 years,0.33852596248,0.37142621276,0.03290025027999999,9.718678602662179
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,20,75-79 years,282.696167571436,347.98288068378,65.28671311234405,23.09430427487009
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),20,75-79 years,6384.25014670545,7794.43553133498,1410.1853846295298,22.088504557692602
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),20,75-79 years,1851.9125271221,2222.08614969932,370.1736225772197,19.98872069581359
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),20,75-79 years,4532.33761958335,5572.34938163566,1040.0117620523106,22.946475954452783
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,20,75-79 years,17721.8503637313,21177.3567794122,3455.5064156808985,19.498564454379853
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,20,75-79 years,349.19577315561,346.10570684998,-3.090066305630046,-0.884909424219471
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,30,80-84 years,390.479773840322,463.893379692908,73.41360585258599,18.80087286738874
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),30,80-84 years,6594.16748915063,7853.40666201383,1259.2391728632,19.0962570322186
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),30,80-84 years,1697.46096751104,2046.6661222754,349.20515476436003,20.572205278828527
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),30,80-84 years,4896.70652163957,5806.74053973843,910.0340180988596,18.584614251992203
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,30,80-84 years,16471.0599179762,19742.2375444981,3271.1776265219014,19.86015255127449
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,30,80-84 years,87.88267214705,81.44026349458,-6.442408652470007,-7.330692723692134
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,30,80-84 years,0.471673432365072,0.309184500204429,-0.16248893216064297,-34.449456130248535
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),30,80-84 years,8.48611167206151,6.81797092324857,-1.6681407488129398,-19.65730376027096
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),30,80-84 years,2.56923503018,2.94821390556,0.37897887537999964,14.75065032697489
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),30,80-84 years,5.91687664188548,3.86975701768638,-2.0471196241991003,-34.59797707641176
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,30,80-84 years,21.50510953801,25.20024906517,3.6951395271599985,17.182611977069385
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,30,80-84 years,0.33744057319,0.35127049559,0.013829922400000028,4.098476442609922
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,30,80-84 years,390.008100407956,463.584195192703,73.576094784747,18.865273492469758
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),30,80-84 years,6585.68137747856,7846.58869109058,1260.9073136120205,19.146193709340675
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),30,80-84 years,1694.89173248087,2043.71790836984,348.82617588897006,20.581029997614152
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),30,80-84 years,4890.78964499769,5802.87078272074,912.0811377230502,18.648954543688646
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,30,80-84 years,16449.5548084382,19717.037295433,3267.4824869948025,19.863652998795246
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,30,80-84 years,87.54523157386,81.08899299899,-6.4562385748699995,-7.374746127004084
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,31,85-89 years,516.411947275778,627.690210511814,111.27826323603608,21.548351819329703
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),31,85-89 years,6569.57373042441,7940.78271397351,1371.2089835490997,20.872114992771618
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),31,85-89 years,1435.56884405999,1716.81951226513,281.2506682051401,19.591583459677466
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),31,85-89 years,5134.00488636442,6223.96320170838,1089.9583153439607,21.23017682041595
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,31,85-89 years,14164.8017673333,16797.6381626589,2632.8363953255994,18.587174311167676
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,31,85-89 years,57.16574313117,53.75173135508,-3.4140117760899997,-5.97212874195715
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,31,85-89 years,0.453079823767486,0.357010006894651,-0.096069816872835,-21.203728754458208
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),31,85-89 years,6.98201584914964,6.40459204376078,-0.5774238053888601,-8.27015890345173
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),31,85-89 years,2.47464102547,2.86542696293,0.39078593746,15.791621226588992
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),31,85-89 years,4.50737482367806,3.53916508082857,-0.9682097428494902,-21.480568639717035
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,31,85-89 years,20.38799724661,24.06079015291,3.6727929062999998,18.014485983466045
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,31,85-89 years,0.33761373521,0.34504176446,0.007428029250000023,2.2001561178722984
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,31,85-89 years,515.95886745201,627.333200504919,111.37433305290892,21.585893775392464
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),31,85-89 years,6562.59171457527,7934.37812192975,1371.7864073544797,20.903119788905865
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),31,85-89 years,1433.09420303452,1713.9540853022,280.85988226767995,19.59814516540297
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),31,85-89 years,5129.49751154074,6220.42403662755,1090.9265250868102,21.267707463203944
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,31,85-89 years,14144.4137700867,16773.577372506,2629.1636024192994,18.58799979380965
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,31,85-89 years,56.82812939596,53.40668959062,-3.4214398053400004,-6.0206799725898374
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,32,90-94 years,610.502524576423,784.46331856162,173.96079398519703,28.49468871662635
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),32,90-94 years,6387.50633039231,8081.23664346022,1693.7303130679102,26.516299561363944
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),32,90-94 years,1125.00376345145,1323.50358327493,198.49981982348004,17.644369403218118
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),32,90-94 years,5262.50256694086,6757.73306018529,1495.2304932444304,28.412917128772474
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,32,90-94 years,11361.8193163521,13202.4713981594,1840.6520818073004,16.200328755080683
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,32,90-94 years,43.21231935962,41.64842087801,-1.5638984816099963,-3.6191033130968497
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,32,90-94 years,0.511790961017587,0.430410554653018,-0.08138040636456906,-15.901102708567084
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),32,90-94 years,6.69458298547256,6.41409342495169,-0.28048956052086993,-4.189798843774739
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),32,90-94 years,2.28217312742,2.70607808627,0.4239049588499997,18.574618803316856
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),32,90-94 years,4.41240985805517,3.70801533868173,-0.7043945193734404,-15.963941293611194
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,32,90-94 years,18.8176938051,22.46485543369,3.647161628590002,19.381554755671182
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,32,90-94 years,0.32391071611,0.33540457388,0.011493857770000004,3.548464807844365
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,32,90-94 years,609.990733615405,784.032908006966,174.04217439156093,28.531937421412266
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),32,90-94 years,6380.81174740684,8074.82255003528,1694.0108026284397,26.54851560723266
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),32,90-94 years,1122.72159032403,1320.79750518867,198.0759148646398,17.64247847121858
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),32,90-94 years,5258.0901570828,6754.0250448466,1495.9348877638004,28.450156674258096
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,32,90-94 years,11343.001622547,13180.0065427257,1837.0049201786987,16.195051198151987
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,32,90-94 years,42.88840864351,41.31301630413,-1.5753923393799951,-3.6732357044876984
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,34,2-4 years,1.25242762325208,0.633241922934749,-0.6191857003173309,-49.43884092156482
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),34,2-4 years,108.790520166212,55.0320411657372,-53.75847900047481,-49.41467226955225
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),34,2-4 years,0.06038740364,0.0865293578,0.02614195416,43.29040923144416
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),34,2-4 years,108.730132762574,54.9455118079391,-53.7846209546349,-49.466159553102386
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,34,2-4 years,1.22927803364,1.74711285448,0.5178348208400001,42.12511788782607
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,34,2-4 years,0.60360549497,0.90693547584,0.30332998086999996,50.253018469468344
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,34,2-4 years,1.25242762325208,0.633241922934749,-0.6191857003173309,-49.43884092156482
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),34,2-4 years,108.790520166212,55.0320411657372,-53.75847900047481,-49.41467226955225
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),34,2-4 years,0.06038740364,0.0865293578,0.02614195416,43.29040923144416
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),34,2-4 years,108.730132762574,54.9455118079391,-53.7846209546349,-49.466159553102386
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,34,2-4 years,1.22927803364,1.74711285448,0.5178348208400001,42.12511788782607
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,34,2-4 years,0.60360549497,0.90693547584,0.30332998086999996,50.253018469468344
Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),34,2-4 years,0,0,0,NA
Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),34,2-4 years,0,0,0,NA
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,34,2-4 years,0,0,0,NA
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,34,2-4 years,0,0,0,NA
Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,235,95+ years,689.480609949118,951.800588214294,262.3199782651759,38.04602689037686
Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),235,95+ years,6419.29269569361,8539.17538611697,2119.8826904233592,33.023617879980534
Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),235,95+ years,820.74013601227,889.76491001591,69.02477400364,8.410064401018658
Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),235,95+ years,5598.55255968134,7649.41047610104,2050.8579164197,36.631931102856896
Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,235,95+ years,8524.62012300001,9100.04795171292,575.4278287129109,6.750187344540626
Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,235,95+ years,48.39252450583,46.51737567048,-1.8751488353500037,-3.874872936467899
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,235,95+ years,0.562642176819364,0.49877211823107,-0.06387005858829403,-11.351807813156434
Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),235,95+ years,6.68964052827863,6.50538989307411,-0.18425063520452056,-2.7542681019353865
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),235,95+ years,2.10812642569,2.49673457573,0.38860815004000004,18.433816174606644
Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),235,95+ years,4.58151410259068,4.00865531734523,-0.5728587852454501,-12.503700139687869
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,235,95+ years,17.31406586733,20.57512642726,3.261060559929998,18.83474733732711
Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,235,95+ years,0.30714132554,0.3210085056,0.013867180059999984,4.514918347643193
Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,235,95+ years,688.917967772299,951.301816096062,262.383848323763,38.08637030795023
