Measure,Selected headline model,RMSE,MAE,MAPE,MASE
Prevalence,ARIMA,3.803867838139922,3.07911486559159,0.06965597825638795,0.10170182000390895
Incidence,ARIMA,0.35965505692989974,0.2846008949837792,0.12642970092668265,0.23734629994215764
Deaths,LSTM,0.7269306614556137,0.42544500555464676,1.0743770718674506,1.231508164939025
DALYs,LSTM,15.855021785506485,10.267032092968394,0.7924602749512347,1.186465287254038
YLLs,LSTM,15.299803744848768,10.03231820938672,1.1322788370454615,1.4732258788071888
YLDs,ARIMA,0.7639131442743008,0.5268730154056824,0.12836710201604515,0.18912771141451296
