location_name,sex_name,cause_name,measure_name,count_1990_reconstructed,count_2023_reconstructed,observed_change,population_size_effect,age_structure_effect,age_specific_rate_effect,decomposition_error,population_size_pct,age_structure_pct,age_specific_rate_pct
Eastern Sub-Saharan Africa,Male,Diabetes mellitus type 2,Incidence,89464.69806832436,248113.63991551028,158648.94184718592,133080.7310208991,8819.675124992946,16748.535701293888,0,83.8837810523094,5.559239804755992,10.556979142934617
Eastern Sub-Saharan Africa,Male,Diabetes mellitus type 2,Prevalence,1351295.008179311,3957520.343557077,2606225.335377766,2070159.1827899895,175900.83777560372,360165.31481217296,4.656612873077393e-10,79.43131987433945,6.7492566888928405,13.819423436767716
Eastern Sub-Saharan Africa,Male,Diabetes mellitus type 2,YLDs (Years Lived with Disability),124609.33321743009,361780.719928606,237171.3867111759,190025.7721378271,13634.909044435359,33510.70552891347,2.9103830456733704e-11,80.12171062154218,5.748968808383183,14.129320570074652
Eastern Sub-Saharan Africa,Male,Diabetes mellitus type 2,YLLs (Years of Life Lost),398087.3231346982,1003963.4119774533,605876.0888427551,639100.4838178331,-36698.81156093891,3474.4165858608126,-1.1641532182693481e-10,105.48369470043583,-6.057148026923286,0.573453326487446
Southern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),411967.40358674683,1395443.3310959951,983475.9275092483,413157.91352305183,285406.6245548588,284911.38943133777,2.3283064365386963e-10,42.00996709389886,29.020194248951245,28.969838657149904
Southern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,10434.10273214532,39638.69087382492,29204.588141679596,11271.95926066373,8218.829710108263,9713.799170907603,0,38.59653560591341,28.142255149212957,33.26120924487363
Southern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,101602.85240484732,289541.6292784517,187938.7768736044,91958.29617985878,54499.99088418018,41480.48980956544,2.9103830456733704e-11,48.92992159978994,28.99880045555122,22.071277944658842
Southern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,1674679.5935838595,4977564.6066954,3302885.01311154,1553384.9355512604,998394.5521527291,751105.5254075509,0,47.031153957366115,30.227953688650345,22.740892353983554
Southern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),150683.33298881893,457395.94492207473,306712.6119332558,141591.41665820222,96481.20585715734,68639.98941789624,0,46.164197737331435,31.4565499113394,22.379252351329164
Southern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),261284.0705979267,938047.3861739172,676763.3155759905,272002.22226954805,188485.7128283264,216275.3804781161,1.1641532182693481e-10,40.19163214218372,27.851053461416857,31.957314396399426
Southern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),16736.70364149962,22791.042543051208,6054.3389015515895,10166.529526298902,-1535.4385648877394,-2576.7520598595734,0,167.92138153504177,-25.360961615383662,-42.56041991965812
Southern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,232.74978505868697,358.09687947205236,125.3470944133654,150.0512151758656,-1.4487448674411827,-23.25537589505902,0,119.70857073162924,-1.1557865574957493,-18.552784174133492
