location_name,measure_name,cause_name,sex_name,metric_name,annual_change_pct,lower_ci,upper_ci,p_value,adjusted_r_squared
Southern Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Both,Rate,1.306830620471544,0.9271274514895955,1.6879622903944957,5.5117411801170056e-8,0.5956020691248085
Southern Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Female,Rate,1.0585589875544477,0.6490334704247536,1.4697508013528315,8.742429953450801e-6,0.4490958753749218
Southern Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Male,Rate,1.6423795693087495,1.288709559721224,1.9972844892453878,7.451972165650606e-11,0.7308905541554425
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,Rate,0.9047367177086763,0.8515729384543924,0.9579285221820166,5.217348548573679e-27,0.9734693065844386
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,Rate,0.7590130023679365,0.7040831887062726,0.8139727779172601,3.4121605098729635e-24,0.9602302192865965
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,Rate,1.0652082188092438,1.0040706673967836,1.12638277665289,2.4443165771837676e-27,0.9746963370119286
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,Rate,0.4081899543446399,0.38906640936315906,0.4273171422524147,4.612709121809817e-30,0.9828988851575315
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,Rate,0.40355652974859435,0.38648308870217196,0.42063287459619403,1.8515633478909807e-31,0.9860109753588234
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Male,Rate,0.41548388270946646,0.39181688746483534,0.43915645735970177,2.1219563090807743e-27,0.974918852479478
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Both,Rate,0.9058770004847672,0.852603136379293,0.9591790057041916,5.349861246034226e-27,0.9734277172696045
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Female,Rate,0.7599002335136662,0.7048320938097596,0.8149984859733284,3.556277136354543e-24,0.9601273814174696
Southern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Male,Rate,1.0665629442345725,1.005324524022555,1.127838492628963,2.4728340895460314e-27,0.9746779998192989
Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,Rate,0.7765904489251296,0.7583652635552163,0.7948189308687681,1.3050741645461729e-39,0.9956707353314121
Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,Rate,0.7450658992631976,0.7178985718114816,0.7722405547438971,1.593648595926697e-33,0.9896065232515794
Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,Rate,0.8107329916092088,0.7968926344421812,0.8245752491868652,5.053559951086558e-44,0.9977055053121909
Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,Rate,0.6920218985157378,0.6388177717866705,0.7452541523548462,2.2105833193309952e-23,0.9553103307675214
Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,Rate,0.6709787523653254,0.6201443952710051,0.7218387915124191,1.4130088786013363e-23,0.9565414324945167
Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,Rate,0.7127926185146016,0.65705359713224,0.768562505478565,3.707502054052316e-23,0.953844431930375
Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,Rate,0.7769828325110195,0.7585404314371491,0.7954286092010543,1.873310390854196e-39,0.9955718347802311
Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,Rate,0.7454360428905682,0.7179405955453522,0.7729389963426536,2.2948202157824017e-33,0.98936701723952
Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,Rate,0.8111539280856395,0.7973029036022483,0.825006855902477,5.093955308591151e-44,0.9977043633527718
Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,Rate,0.5723355666603869,0.5419459609171895,0.6027343579045219,2.299570274765819e-28,0.9781691604408549
Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,Rate,0.5822109308779133,0.550159270126338,0.6142728085099192,7.123042202778255e-28,0.976571800692554
Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,Rate,0.5879708449721521,0.5604234404434028,0.6155257958045945,4.49674251811083e-30,0.982926064458736
Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,Rate,1.1079375715014272,1.0515899734193646,1.1643165896908725,5.497561521291009e-29,0.9800358086407442
Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,Rate,1.0777595778050264,1.0136230017529835,1.141936876091032,7.548214204384761e-27,0.9728502779511692
Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,Rate,1.139491180397001,1.0902022170157233,1.1888041757997625,3.3380121617688793e-31,0.9854863152966769
Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,Rate,0.5704147482765043,0.5400558429057956,0.6007828207709842,2.476136755474684e-28,0.9780680545907101
Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,Rate,0.5802412444881444,0.548260119979882,0.6122325411497931,7.394493097681141e-28,0.976517009789742
Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,Rate,0.586178602307319,0.5586393659187117,0.613725380658936,4.905769852906137e-30,0.98283295531229
Sub-Saharan Africa,Deaths,Diabetes mellitus,Both,Rate,0.5575130111507232,0.43480157230451066,0.6803743790751993,1.3848177547107493e-10,0.7203757112817506
Sub-Saharan Africa,Deaths,Diabetes mellitus,Female,Rate,0.2984915669280941,0.17105733873779005,0.42608791262965795,3.814958039161225e-5,0.3978406385065326
Sub-Saharan Africa,Deaths,Diabetes mellitus,Male,Rate,0.8030676266417291,0.6873985987797315,0.918869534329736,2.3423089513499037e-15,0.858594150815993
Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Both,Rate,-1.636036605015978,-1.6806557399707711,-1.5913972210733651,2.3073355515634295e-37,0.9940178019225079
Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,Rate,-1.8014876041260952,-1.829377540631394,-1.7735897441856663,3.396509166483364e-45,0.9980617660854076
Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,Rate,-1.5306617838029224,-1.5960432436930017,-1.4652368832277385,3.4331998409122265e-31,0.9854607982852412
Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,Rate,0.5975548457791247,0.4718242590153743,0.723442771981686,4.708277760098795e-11,0.7384291492816188
Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,Rate,0.33140454454485546,0.20161448872231258,0.4613627160078071,1.0903443410752874e-5,0.4416790814880154
Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,Rate,0.8495622124676805,0.7303909310575785,0.968874482056048,1.1149672090793437e-15,0.864976600695567
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Both,Rate,0.49800919800311316,0.41477688303788174,0.5813105029961907,1.3772974539370318e-13,0.8178367148395831
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Female,Rate,0.323875725728362,0.23866075925804697,0.409163135210755,7.727660317040212e-9,0.6416071867825358
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Male,Rate,0.6720905316970782,0.5931225874784785,0.7511204675912042,7.280707323953161e-18,0.9012936825028274
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Both,Rate,-1.692091958182107,-1.732615288528938,-1.6515519168959658,3.710547265093755e-39,0.9953786040729776
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Female,Rate,-1.8073461240919242,-1.8336395169112119,-1.7810456887124015,4.6608772017883095e-46,0.9982880200465727
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Male,Rate,-1.6212458731769575,-1.6819703231916727,-1.5604839177439378,5.467513847905403e-33,0.9887743170912153
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Both,Rate,0.5848204851178984,0.4962383633164258,0.6734806873772259,9.619006028676746e-15,0.8456082359652688
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Female,Rate,0.3950552297972143,0.30581081896732254,0.48437904345330907,2.583888534597269e-10,0.7093833600400732
Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Male,Rate,0.773215747366196,0.6880024891886549,0.8585011223718464,1.1069288805438398e-18,0.9122262462838223
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Both,Rate,0.3778598345539175,0.26371512105352046,0.4921344955193696,1.2548686543508663e-7,0.5746743531072593
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Female,Rate,0.12342051886555794,0.004971018058497201,0.24201031554089703,0.0416317360119203,0.09601133932041028
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Male,Rate,0.6152203991939498,0.5066719020535793,0.7238861301060773,5.649531176197298e-13,0.8011516918072207
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Both,Rate,-1.7698614318148564,-1.8103119422182234,-1.7293942573011867,8.475010167615622e-40,0.9957859747372464
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Female,Rate,-1.9197890744371615,-1.9506453190371031,-1.888923119341579,1.1465429240377027e-44,0.9979086504181484
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Male,Rate,-1.6805225733440343,-1.7410181348928022,-1.6199897662132479,1.570370208872045e-33,0.9896160745629243
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Both,Rate,0.49773152902861106,0.3749725251261493,0.6206406676973364,1.8779952627828745e-9,0.6715239011387237
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Female,Rate,0.22119346029001452,0.09616728261929719,0.34637580323184647,0.001045756175854433,0.2666521633843335
Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Male,Rate,0.7554920020359734,0.6367479418417421,0.8743761716049514,2.5806236524143506e-14,0.8358391639906436
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,Rate,0.7712896032536998,0.7488736521725325,0.7937105417341828,1.1822420435938906e-36,0.9933747464244439
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,Rate,0.7355359808782769,0.7042077516751677,0.7668739560291238,2.1774380672296788e-31,0.9858685703605499
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,Rate,0.812225991363813,0.7943199050244987,0.8301352587150035,1.7680788358845823e-40,0.9961791313344824
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,Rate,0.5673044911050917,0.5250179184469683,0.6096088519145226,8.700768541204611e-24,0.9578371065423525
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,Rate,0.5436860443700509,0.5036235523613763,0.5837645059846963,6.1286635520968864e-24,0.9587494097703931
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Male,Rate,0.5930735226758577,0.5482138896644839,0.6379531698336605,1.359497141013167e-23,0.9566460328480267
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Both,Rate,0.7721205117225738,0.7495305241231875,0.7947155644328019,1.4608291417954205e-36,0.9932865660542347
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Female,Rate,0.7363831886378014,0.7047870403940504,0.7679892501797569,2.747150963922944e-31,0.9856618852686565
Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Male,Rate,0.8130471216272639,0.7951057085904933,0.8309917282149692,1.8228378569829478e-40,0.9961718414176891
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,Rate,0.9835085322379644,0.9623885658279985,1.0046329166593093,7.45044785578086e-41,0.9963800118091866
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,Rate,0.9667665935724212,0.9441648686726145,0.9893733790715009,1.1220209665353491e-39,0.9957114299881595
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,Rate,0.9894735020864021,0.97400926456086,1.0049401079703646,2.929709574321161e-45,0.9980795924891835
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,Rate,0.4162165903132342,0.39751626397346307,0.4349203998288642,1.2323262073728313e-30,0.9842523937972182
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,Rate,0.40918146759603147,0.3912790767754304,0.4270870508811475,5.337896040399672e-31,0.9850543469011088
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,Rate,0.43270099017902464,0.4122559367406131,0.4531502064579751,6.00726063151703e-30,0.9826143525798805
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,Rate,0.9853025001925753,0.9640838597427814,1.0065255999578415,8.154241922513917e-41,0.9963595340357276
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,Rate,0.9686081132517455,0.9458953821703586,0.9913259546761921,1.2341154084344076e-39,0.9956858339061515
Western Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,Rate,0.9911556743332106,0.9756443203210008,1.006669411119021,3.0573875014569295e-45,0.998074465953877
Western Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,Rate,0.7377338342726247,0.7034891500398377,0.7719901635676374,3.2827265696082875e-30,0.9832584230961674
Western Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,Rate,0.8386409852945809,0.812521083216855,0.8647676548777516,1.0561144614054605e-35,0.9924032439627881
Western Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,Rate,0.6967990367266141,0.6643008833745467,0.7293076816825561,3.83438980007683e-30,0.983095175931722
Western Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,Rate,0.47403690389780095,0.39385564744052193,0.5542821984762192,1.8965339706855365e-13,0.8141811911650477
Western Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,Rate,0.4489392877194076,0.3682437241661285,0.5296997301002415,9.308223977267033e-13,0.7948931672543638
Western Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,Rate,0.5048665128994045,0.4255626094295417,0.584233040953519,2.6116050235684143e-14,0.8357173480939091
Western Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,Rate,0.7383670219998306,0.7041944846269743,0.7725511553376307,2.9895220964123436e-30,0.9833559876061375
Western Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,Rate,0.8396575640391202,0.8136025118829604,0.8657193500657634,9.389016512695457e-36,0.9924588827511207
Western Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,Rate,0.6972278541180765,0.6648008516718429,0.7296653022263344,3.509709523718147e-30,0.9831883531050851
Western Sub-Saharan Africa,Deaths,Diabetes mellitus,Both,Rate,0.6342522321332256,0.5299384584521949,0.7386742458425299,8.850714688178767e-14,0.8227725537078927
Western Sub-Saharan Africa,Deaths,Diabetes mellitus,Female,Rate,0.24344646835490202,0.18068472177039663,0.3062475342637372,5.034651954642251e-9,0.650939523185421
Western Sub-Saharan Africa,Deaths,Diabetes mellitus,Male,Rate,0.9409470177090151,0.8139639068867721,1.068090073739314,3.7221659981686533e-16,0.8738883215253364
Western Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Both,Rate,-1.994931754115059,-2.0360856097294544,-1.9537606100956117,3.350977403266774e-41,0.9965563328734709
Western Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,Rate,-1.965525001635915,-2.0103622344532446,-1.9206672525936663,8.24174653906497e-40,0.9957933181732296
Western Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,Rate,-2.0060949923824123,-2.065685212167856,-1.9464685136584947,3.7157001249604404e-36,0.9928832817880285
Western Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,Rate,0.6761640845954764,0.5689424733437809,0.7835000102034639,3.308538506278733e-14,0.8332842190934688
Western Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,Rate,0.27576712488099897,0.21192440784820743,0.33965051464353024,4.5994337482922195e-10,0.6988429194409532
Western Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,Rate,0.9901557509724102,0.8589323063366239,1.1215499250818217,2.2159690026844277e-16,0.8778947582817077
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Both,Rate,0.6224620247164747,0.5527234075283438,0.6922490093138611,1.82970183656376e-18,0.9094333544307346
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Female,Rate,0.3824201696361218,0.34418256373425216,0.42067234653224705,6.550970185051113e-20,0.926410469360256
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Male,Rate,0.8510462868587032,0.7666268848403046,0.9355364130410271,4.8528980924553495e-20,0.9277745739291794
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Both,Rate,-1.929353446183668,-1.9709112581177357,-1.8877780165021063,1.314582825427684e-40,0.9962492477625962
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Female,Rate,-1.8630351828193836,-1.9290682294407335,-1.7969576748763316,9.900483320378656e-34,0.9899111039643789
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Male,Rate,-1.9697841089103552,-2.0171854379467558,-1.9223598484445548,4.5307702354305243e-39,0.9953205659087654
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Both,Rate,0.7220223597341757,0.6468874992320739,0.7972133098720802,2.0510067087783061e-19,0.9209826281539333
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Female,Rate,0.4605954008160884,0.42075892419040084,0.5004476803981195,8.278448043999108e-22,0.943972656547593
Western Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Male,Rate,0.9693419953622939,0.8767984245399596,1.0619704649188932,1.520414759780402e-20,0.932817771674083
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Both,Rate,0.4465287893565595,0.35256090941369056,0.5405846587077878,4.793860619611187e-11,0.7381373584183102
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Female,Rate,0.04433705291091439,-0.011823732080162852,0.1005293819693609,0.11765958548725687,0.045847025312941714
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Male,Rate,0.792124660829896,0.6771686678305633,0.9072119137812473,2.8904115983208197e-15,0.8567323731610753
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Both,Rate,-1.9901712411330652,-2.033670669395382,-1.9466524980686906,2.1172836806248598e-40,0.9961358505842136
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Female,Rate,-1.9397458352615526,-2.010298431144397,-1.8691424415019253,2.2759663965175768e-33,0.9893724966155927
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Male,Rate,-2.021020060348455,-2.0687676026490243,-1.9732492381632327,2.5421775217835726e-39,0.9954865356770413
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Both,Rate,0.586856258236268,0.4844276052075269,0.6893893217613689,4.2725906412117586e-13,0.8045700904970243
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Female,Rate,0.15080140872658632,0.09212768520392434,0.20950952662084354,9.952291099540718e-6,0.44475508659800267
Western Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 2,Male,Rate,0.9613185663685853,0.833252799461004,1.089546986371226,2.5765091136847975e-16,0.8767434556030915
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,Rate,0.9791397471678565,0.9505878895954334,1.0076996800629567,1.2735772702398834e-36,0.9933438660760494
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,Rate,0.9749946605577264,0.946106208998998,1.003891379326216,2.117162457928304e-36,0.9931290794010251
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,Rate,0.9828092591740223,0.9618367300513908,1.0037861448633834,6.095980021698352e-41,0.9964251194371105
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,Rate,0.3678737885783212,0.3547742146006838,0.3809750724779848,7.961133037462695e-34,0.9900476014698303
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,Rate,0.3643293257732161,0.3507594764885269,0.3779010100296798,3.310181756634812e-33,0.989120824611164
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Male,Rate,0.38905589342943525,0.3744739733336999,0.40363993191627756,4.021878326900314e-33,0.988987640518036
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Both,Rate,0.9808827378094076,0.9522238807179173,1.0095497307304635,1.3552182367220382e-36,0.9933179730185293
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Female,Rate,0.9768355181187127,0.9478269750544,1.005852397128404,2.274423253059615e-36,0.9930982477674657
Western Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 2,Male,Rate,0.9844097885703285,0.9633747725190211,1.005449187120755,6.362188712703818e-41,0.996415557599477
