location_name,measure_name,cause_name,sex_name,model,rmse,mae,mape,mase,selected
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus,Male,ETS,0.42709189663647645,0.3079403571040594,0.6693218578864256,1.2223397251000585,FALSE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Both,ARIMA,0.006888329879695458,0.004243281162108819,0.6329064639192582,0.24856066039391833,TRUE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Both,ETS,0.007048672374777408,0.0045654494922537925,0.6788915826273506,0.26743246498087697,FALSE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ARIMA,0.00658128687252515,0.0037095291339861274,0.7837576680807413,0.2535480816428061,FALSE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,0.00599952767659433,0.0035302181528405626,0.7358944826174896,0.2412920907488639,TRUE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,0.007858990687980754,0.005407735941589865,0.6147236428199019,0.27586517795153837,TRUE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ETS,0.00812537828792052,0.005559620640670236,0.6324921440527638,0.28361328177770334,FALSE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,0.30190844533969496,0.19334427667487683,0.5216724410108,1.3975662302343117,TRUE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ETS,0.3378786810314237,0.216213294617683,0.5826438056740064,1.5628722209010706,FALSE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,0.2361760111793269,0.13844850913918635,0.46174445667830877,1.8012342680144218,TRUE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ETS,0.25708759445241175,0.1525508424937905,0.5101845616965642,1.984707577010034,FALSE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,0.41627938773048245,0.28809081951641136,0.6378685271671373,1.0865348787018732,TRUE
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ETS,0.4254260993110611,0.30644206108312977,0.6789291322874081,1.1557466087500334,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,0.12748426980339914,0.09637034760453837,0.055888259304850994,0.1944603155526267,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ETS,0.17014039164712616,0.12502112374667118,0.0725097885708282,0.25227310867743263,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,0.09135425402980585,0.07522447202580458,0.04962060710632948,0.15589877460620086,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ETS,0.12400370111239005,0.09872420387293646,0.06485335817979526,0.20460073687833802,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,0.20542405299471536,0.14570317955928513,0.07526188363987457,0.25131993032394756,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ETS,0.22999152462814773,0.1590758146104986,0.08215227738128603,0.27438606875335,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,0.002789064652026328,0.0019897110698035014,0.1565215423935977,0.12883292977657146,TRUE
