location_name,measure_name,cause_name,sex_name,metric_name,value_1990,value_2023,lower_1990,lower_2023,upper_1990,upper_2023,absolute_change,relative_change_pct
Central Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Female,Number,12035.630231094,18973.4648835031,7382.56471278652,10431.9754235658,18208.4645695449,29919.1030520353,6937.834652409101,57.64413262286203
Central Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 1,Male,Number,29266.5845692157,46301.4890306814,18606.558227103,26575.5873966488,42960.2820394553,74548.0414281027,17034.904461465696,58.20598717687064
Central Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Both,Number,303039.315373448,997908.188431282,233539.108355886,770169.832920088,385547.858585802,1259241.55559596,694868.8730578339,229.29990856187024
Central Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Female,Number,123809.724128579,394870.053546039,87807.8236956687,277772.159938284,166907.663691245,531740.448518902,271060.32941746,218.9329887658567
Central Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus type 2,Male,Number,179229.591244869,603038.134885242,128227.209669414,445449.842056344,244768.364737214,809169.58557186,423808.543640373,236.46125659091234
Central Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Both,Number,217150.407219515,614223.178779035,152519.379353663,413451.541278917,294527.01918747,845488.902600665,397072.77155952,182.85610266349784
Central Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Female,Number,77252.1354779477,209610.642723512,51244.4069905679,128502.048816689,116636.741909759,332653.678394054,132358.5072455643,171.33313717048924
Central Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus,Male,Number,139898.271741567,404612.536055522,92147.0232985702,246025.556145864,206660.18710960101,600746.958477601,264714.264313955,189.2191097277882
Central Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Both,Number,40859.4507103326,63759.5136031356,27456.0779728734,37088.7150964843,56258.6403732673,95726.6736390236,22900.062892803,56.0459391761035
Central Sub-Saharan Africa,YLLs (Years of Life Lost),Diabetes mellitus type 1,Female,Number,11808.290651211,18200.7777019854,7190.15986794722,9774.63281703465,17999.044998324,29168.7677391526,6392.4870507744,54.13558354543735
