location_name,measure_name,cause_name,sex_name,selected_model,year,forecast,lower_95,upper_95
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,2025,0.40569485536186667,0.3891884819757152,0.42220122874801813
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,2026,0.39339723780506464,0.3684287642293732,0.41836571138075607
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,2027,0.3810996202482626,0.34602119019458283,0.4161780503019424
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,2028,0.3688020026914606,0.3222895528425735,0.41531445254034766
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,2029,0.35650438513465854,0.2974121456946739,0.4155966245746432
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,ETS,2030,0.3442067675778565,0.27150406164553165,0.41690947351018137
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2024,0.7917382678848139,0.7780418067148727,0.8054347290547552
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2025,0.7826797473699154,0.7554182897609588,0.809941204978872
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2026,0.7718030014537557,0.7307533267937896,0.8128526761137218
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2027,0.7596153903787791,0.7051328174173105,0.8140979633402478
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2028,0.7464826998524824,0.6791741798152049,0.8137912198897599
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2029,0.7326686462101549,0.6532298412417102,0.8121074511785996
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,ARIMA,2030,0.7183633579999414,0.6274974627722356,0.8092292532276473
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2024,35.407875014873596,34.97610687020969,35.8396431595375
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2025,35.168471958822394,34.20300903683494,36.133934880809846
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2026,34.92906890277119,33.313540434915815,36.54459737062657
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2027,34.68966584671999,32.324774322274244,37.054557371165735
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2028,34.45026279066879,31.248184529436234,37.652341051901345
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2029,34.210859734617586,30.092054143437966,38.32966532579721
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,ARIMA,2030,33.97145667856638,28.862707095301264,39.0802062618315
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2024,28.119067197603133,27.786457367948856,28.45167702725741
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2025,27.624520417611468,26.988869719278348,28.260171115944587
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2026,27.129973637619802,26.146260117510096,28.113687157729508
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2027,26.635426857628136,25.261026809618524,28.00982690563775
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2028,26.14088007763647,24.336627830200324,27.945132325072617
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2029,25.646333297644805,23.376053780493724,27.916612814795887
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,ARIMA,2030,25.15178651765314,22.38178128517769,27.921791750128587
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2024,43.7652937332285,43.13353531702001,44.397052149436995
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2025,43.743366139548804,42.33071137554902,45.15602090354859
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2026,43.721438545869105,41.35761500120601,46.085262090532204
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2027,43.69951095218941,40.239227597678145,47.15979430670067
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2028,43.67758335850971,38.99233754801437,48.362829169005046
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2029,43.65565576483001,37.62906457436641,49.68224695529361
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,ARIMA,2030,43.63372817115031,36.15866178328217,51.10879455901845
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2024,174.27579327310508,174.10753119775674,174.44405534845342
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2025,175.0750579567153,174.59391425106017,175.55620166237046
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2026,175.95746250664598,175.10623695121734,176.80868806207462
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2027,176.67217273349476,175.49995260055937,177.84439286643016
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2028,177.10847643194532,175.72188053953857,178.49507232435207
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2029,177.3270098629675,175.82516937246186,178.82885035347311
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Both,ARIMA,2030,177.49310967310223,175.93284362042448,179.05337572577997
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2024,154.84311007268255,154.71903858915056,154.96718155621454
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2025,154.97980951827415,154.58178946302107,155.37782957352724
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2026,155.27650570993848,154.539084455675,156.01392696420194
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2027,155.70232454564868,154.6301515134108,156.77449757788656
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2028,156.19848181484815,154.83752383068827,157.55943979900803
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2029,156.71004511108464,155.11833141556033,158.30175880660894
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Female,ARIMA,2030,157.20202270633686,155.43075123741806,158.97329417525566
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2024,195.12182372276027,194.8531616305427,195.39048581497784
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2025,195.81406288734104,194.9959209897454,196.63220478493668
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2026,196.17147261998855,194.65315914509904,197.68978609487806
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2027,196.15214289876468,193.94043287497544,198.36385292255392
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2028,196.0571300487797,193.2177227845318,198.8965373130276
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2029,196.18212440425702,192.73751783811375,199.6267309704003
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus,Male,ARIMA,2030,196.55744851628197,192.45054313723702,200.6643538953269
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2024,1.4729508505923263,1.468557512858344,1.4773441883263088
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2025,1.4922471269169992,1.4799430883055136,1.504551165528485
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2026,1.514799202424339,1.4916997306415112,1.537898674207167
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2027,1.540483547194851,1.5058637057660622,1.5751033886236399
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2028,1.5647211551538787,1.5185362987835305,1.6109060115242269
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2029,1.5858937580489572,1.5271673896902838,1.6446201264076306
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ARIMA,2030,1.6070815690527036,1.5340036516828492,1.680159486422558
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2024,1.488333086751512,1.483276936034036,1.493389237468988
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2025,1.5153401065030243,1.5012111215610362,1.5294690914450124
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2026,1.5423471262545365,1.5167616314410177,1.5679326210680553
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2027,1.5693541460060487,1.5303290319539906,1.6083792600581068
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2028,1.596361165757561,1.5421663224615896,1.6505560090535323
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2029,1.6233681855090731,1.5524498595082281,1.6942865115099182
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,2030,1.6503752052605853,1.5613113507849834,1.7394390597361873
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2024,1.46872934761099,1.4639885287821082,1.4734701664398717
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2025,1.49573230887198,1.4827110746386183,1.5087535431053418
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2026,1.5227352701329702,1.4992755435058542,1.546194996760086
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2027,1.5497382313939603,1.5140447964151196,1.585431666372801
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2028,1.5767411926549504,1.5272470782319925,1.6262353070779083
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2029,1.6037441539159405,1.5390415712840622,1.6684467365478188
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,2030,1.6307471151769306,1.5495472441745768,1.7119469861792844
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2024,172.75783827883936,172.5740810665878,172.9415954910909
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2025,173.4298663432712,172.89212437527368,173.9676083112687
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2026,174.13283646693498,173.16156580603723,175.10410712783272
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2027,174.64524843396973,173.26791092172533,176.02258594621412
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2028,174.89037358081168,173.19601641446698,176.58473074715639
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2029,174.9517697825838,173.02949476575006,176.87404479941753
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,2030,174.9982520790881,172.89864408339872,177.0978600747775
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2024,153.47580746141665,153.3480095891848,153.6036053336485
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2025,153.78165460628242,153.43972567067738,154.12358354188746
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2026,154.29552326666084,153.69746599090297,154.8935805424187
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2027,154.9530355207835,154.1135013925951,155.79256964897186
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2028,155.64916277763203,154.62313637690713,156.67518917835693
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2029,156.28220542324712,155.13717420321439,157.42723664327985
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,2030,156.78944018086713,155.58079869335106,157.9980816683832
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2024,193.3298172952413,193.03253714677868,193.62709744370392
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2025,193.5621701019826,192.66544136930858,194.4588988346566
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2026,193.79452290872388,192.13637098619802,195.45267483124974
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2027,194.02687571546517,191.4721470372361,196.58160439369422
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2028,194.25922852220646,190.69021438917912,197.8282426552338
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2029,194.49158132894775,189.80272596932085,199.18043668857464
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,2030,194.72393413568903,188.8187352632715,200.62913300810658
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2024,3154.3424150173532,3151.8998405624857,3156.784989472221
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2025,3168.6960544398044,3160.9288645987203,3176.4632442808884
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2026,3184.228098326208,3170.358844385929,3198.097352266487
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2027,3199.25916970633,3180.2419738856033,3218.2763655270564
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2028,3212.926021707133,3190.4117979211537,3235.440245493112
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2029,3225.33777091965,3200.7326403979973,3249.942901441303
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Both,ARIMA,2030,3237.1937476578123,3211.293002074377,3263.0944932412476
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2024,2958.2667713711976,2954.9363211449363,2961.597221597459
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2025,2954.425542090911,2943.207647804821,2965.6434363770013
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2026,2956.00996235047,2934.581933120529,2977.4379915804107
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2027,2963.9724022222704,2932.102683215229,2995.842121229312
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2028,2976.9304675734766,2935.8194957060186,3018.0414394409345
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2029,2992.528808356462,2943.9637506716767,3041.093866041247
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Female,ARIMA,2030,3008.5511210178793,2954.253612361886,3062.8486296738724
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2024,3378.7402135712828,3375.3679708914347,3382.112456251131
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2025,3405.0417963023065,3394.4578128251815,3415.6257797794315
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2026,3421.81560305048,3403.960345678545,3439.6708604224154
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2027,3429.0121803280176,3406.4766623119926,3451.5476983440426
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2028,3433.596932399609,3409.060276071009,3458.1335887282094
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2029,3442.899742166681,3417.6487299485907,3468.150754384771
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus,Male,ARIMA,2030,3459.1737097977934,3433.3942188505603,3484.9532007450266
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2024,31.829903589289852,31.791860091464233,31.86794708711547
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2025,32.270094471579704,32.166417771623706,32.3737711715357
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2026,32.71028535386955,32.52393617641914,32.89663453131996
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2027,33.1504762361594,32.86727993326966,33.43367253904914
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2028,33.59066711844925,33.198248193075784,33.98308604382271
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2029,34.030858000739094,33.51809608544648,34.54361991603171
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Both,ARIMA,2030,34.47104888302894,33.82776199749819,35.11433576855969
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2024,32.307440145311396,32.268335477343335,32.34654481327946
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2025,32.74497642694279,32.63826783215597,32.851685021729615
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2026,33.18251270857419,32.99063764993117,33.3743877672172
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2027,33.62004899020558,33.328397644355206,33.91170033605596
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2028,34.05758527183698,33.6534027349574,34.46176780871655
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2029,34.49512155346837,33.966946889582196,35.02329621735455
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Female,ARIMA,2030,34.93265783509977,34.26999747293017,35.595318197269364
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2024,31.333682808281942,31.296600783883854,31.37076483268003
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2025,31.77674118701388,31.675623366651656,31.877859007376102
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2026,32.21979956574582,32.03801627951487,32.40158285197676
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2027,32.66285794447775,32.38657534065209,32.93914054830341
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2028,33.105916323209684,32.72305667838538,33.488775968033984
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2029,33.54897470194162,33.04868537915259,34.04926402473065
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 1,Male,ARIMA,2030,33.99203308067355,33.3643773424454,34.6196888189017
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2024,3122.564203039092,3120.1398592690693,3124.9885468091143
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2025,3136.6679100883284,3128.9644910951574,3144.3713290814994
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2026,3152.071716760623,3138.3145940535983,3165.828839467648
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2027,3167.0076905449805,3148.1523343653357,3185.8630467246253
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2028,3180.524522480603,3158.2270842847724,3202.8219606764337
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2029,3192.6965484377856,3168.3656256538775,3217.0274712216938
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Both,ARIMA,2030,3204.2489567841667,3178.6756914856587,3229.8222220826747
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2024,2927.8903587910168,2924.6830567078346,2931.097660874199
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2025,2928.0362999691206,2918.445037760802,2937.6275621774394
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2026,2934.5166082678215,2917.981401562524,2951.0518149731192
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2027,2948.2066706539354,2925.5348851148246,2970.878456193046
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2028,2968.047551167335,2940.92246756864,2995.1726347660297
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2029,2991.518158818889,2961.8385437513184,3021.1977738864593
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Female,ARIMA,2030,3015.4320366156753,2984.7102550037293,3046.1538182276213
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2024,3347.5283445481095,3344.20825660327,3350.848432492949
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2025,3373.6599649929676,3363.2668403510484,3384.053089634887
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2026,3390.159369379895,3372.6758606104886,3407.6428781493014
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2027,3396.846738518518,3374.881760559884,3418.8117164771525
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2028,3400.886488666015,3377.0887245203585,3424.6842528116713
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2029,3409.9306225500777,3385.5221317748646,3434.339113325291
Eastern Sub-Saharan Africa,Prevalence,Diabetes mellitus type 2,Male,ARIMA,2030,3426.3193091823387,3401.4443608928564,3451.194257471821
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2024,308.3988650709487,307.8671730738953,308.93055706800214
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2025,309.89804579131004,308.718678564545,311.0774130180751
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2026,311.27407011460673,309.5715036784434,312.9766365507701
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2027,312.5059590635044,310.49453880394356,314.51737932306526
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2028,313.674282176368,311.507111093594,315.84145325914204
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2029,314.87122432051945,312.6096138312307,317.1328348098082
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Both,ARIMA,2030,316.1363036839878,313.7813038186177,318.49130354935795
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2024,286.90259482818806,286.05151808212673,287.7536715742494
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2025,287.46172868488975,285.558071811502,289.3653855582775
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2026,288.0208625415914,284.83405227332713,291.20767280985564
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2027,288.5799963982931,283.9128267083792,293.24716608820694
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2028,289.13913025499477,282.8167583489701,295.46150216101944
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2029,289.69826411169646,281.5619486731431,297.8345795502498
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Female,ETS,2030,290.2573979683981,280.16065736507505,300.35413857172114
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2024,333.2957756195391,332.8335309713866,333.75802026769156
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2025,335.2677358484568,334.0849035635717,336.45056813334196
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2026,336.280872334157,334.4629404080351,338.0988042602789
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2027,336.8141369982269,334.6476966055181,338.9805773909357
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2028,337.6768231733745,335.3786711751014,339.9749751716476
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2029,339.2368771154644,336.87323737215496,341.6005168587738
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus,Male,ARIMA,2030,341.18078079505625,338.7186905596481,343.6428710304644
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2024,2.534167575081343,2.524247005190918,2.5440881449717683
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2025,2.559292532301062,2.541246739048124,2.577338325554
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2026,2.5844174895207805,2.55728683224054,2.611548146801021
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2027,2.609542446740499,2.5723255584705917,2.6467593350104064
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2028,2.6346674039602176,2.5864055517300653,2.68292925619037
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2029,2.6597923611799366,2.5995763729400636,2.7200083494198095
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Both,ETS,2030,2.684917318399655,2.611882880953946,2.7579517558453643
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,ARIMA,2024,2.569229148639193,2.5579793773964496,2.5804789198819362
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,ARIMA,2025,2.592050371328386,2.5727825867687795,2.611318155887992
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,ARIMA,2026,2.6148715940175786,2.5870747602903887,2.6426684277447685
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,ARIMA,2027,2.6376928167067715,2.60068740977654,2.674698223637003
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,ARIMA,2028,2.6605140393959643,2.6136093540108845,2.707418724781044
Eastern Sub-Saharan Africa,YLDs (Years Lived with Disability),Diabetes mellitus type 1,Female,ARIMA,2029,2.683335262085157,2.6258617418253545,2.74080878234496
